id,user_id,parent_plan_input_id,input_source,title,description,category,planned_start,planned_duration_minutes,deadline_at,importance,difficulty,required_energy,required_focus,current_energy,current_focus,sleep_hours,stress_level,tasks_before_count,planned_minutes_before,daily_planned_minutes,minutes_since_previous,timezone_name,is_fixed_time,created_at
de96f452-18c5-52da-ba3a-d8f24a4e969c,8810bba3-fe6f-5164-97ea-28fc1a5d3ce6,,user,Synthetic creative task 161,Synthetic training example; not observed human data.,chores,2025-03-02T11:00:00+00:00,30,2025-03-02T16:00:00+00:00,2,2,4,2,4.0,2.0,5.49,4.0,7,476,572,106.0,America/Denver,False,2025-03-01T10:00:00+00:00
320ddf1c-4f2f-508a-a66c-bbe2ced0c5e3,581ed008-7258-549b-ba24-c77ff274c4ea,,user,Synthetic social task 162,Synthetic training example; not observed human data.,social,2025-03-02T19:00:00+00:00,30,2025-03-03T01:00:00+00:00,1,3,3,3,1.0,,5.22,4.0,4,224,268,104.0,America/Denver,False,2025-03-01T20:00:00+00:00
78f10467-1e02-5cd0-8965-cc33284c4aaa,14e46070-429e-5480-b565-72b274ed96c5,,user,Synthetic study task 163,Synthetic training example; not observed human data.,chores,2025-03-03T04:00:00+00:00,30,2025-03-03T13:00:00+00:00,2,2,1,3,4.0,3.0,5.57,3.0,0,0,157,,Europe/London,True,2025-03-01T08:00:00+00:00
c8e9c062-96ee-5749-91f2-8b54582f871e,be58bfdf-03f4-5c3b-8db5-ad0d70fbb873,,user,Synthetic work task 164,Synthetic training example; not observed human data.,health,2025-03-03T13:00:00+00:00,90,2025-03-03T16:00:00+00:00,2,1,1,2,3.0,3.0,8.79,5.0,6,336,650,45.0,America/Denver,False,2025-03-01T22:00:00+00:00
fbb945d1-a211-57fa-b3b3-adb36ebf0b18,52077bac-eeba-5ecc-aeff-51ad3edf080b,,user,Synthetic health task 165,Synthetic training example; not observed human data.,health,2025-03-03T22:00:00+00:00,75,2025-03-04T03:00:00+00:00,1,2,1,5,2.0,1.0,6.54,4.0,7,483,653,66.0,America/Denver,False,2025-03-02T07:00:00+00:00
5c748855-e530-5a6e-be7e-91dcd0365772,e02d4f01-1842-5a6a-a67c-42e207144343,,user,Synthetic chores task 166,Synthetic training example; not observed human data.,health,2025-03-04T05:00:00+00:00,120,2025-03-04T10:00:00+00:00,4,2,5,4,5.0,3.0,4.7,1.0,3,63,323,70.0,Asia/Seoul,True,2025-03-03T00:00:00+00:00
b4232cc4-9b14-5678-a3c4-3695b138235e,88c95f3e-e77d-580c-94db-aae0db1b55d7,,user,Synthetic creative task 167,Synthetic training example; not observed human data.,work,2025-03-04T15:00:00+00:00,20,2025-03-04T21:00:00+00:00,3,1,3,3,5.0,3.0,7.3,5.0,5,190,227,58.0,Europe/London,False,2025-03-02T13:00:00+00:00
d303ed4f-f144-549f-b33e-3a96b81c7bb0,de048897-3bb6-56d1-a408-b1afaa49290e,,user,Synthetic social task 168,Synthetic training example; not observed human data.,creative,2025-03-05T00:00:00+00:00,90,2025-03-05T02:00:00+00:00,2,2,5,3,3.0,5.0,7.04,5.0,4,264,401,59.0,America/Denver,False,2025-03-03T03:00:00+00:00
0307e3f4-2044-57f2-bfba-c01b6afd0853,0bc5c71e-e6d5-5fed-8e0d-571f85685b5f,,user,Synthetic study task 169,Synthetic training example; not observed human data.,study,2025-03-05T08:00:00+00:00,30,2025-03-05T13:00:00+00:00,5,4,2,3,1.0,1.0,7.03,4.0,1,40,253,42.0,America/Denver,True,2025-03-05T02:00:00+00:00
ea9c0050-33d7-5173-a3a1-9b121b3acaba,88dcec12-9cb8-559e-93d3-cbb51dd78fbf,,user,Synthetic work task 170,Synthetic training example; not observed human data.,work,2025-03-05T17:00:00+00:00,75,2025-03-05T19:00:00+00:00,4,1,5,1,3.0,4.0,5.87,3.0,6,330,411,66.0,Asia/Seoul,False,2025-03-04T08:00:00+00:00
d80ef30c-97a2-5837-98eb-c02cd55cdc10,3ec27e4b-f5ed-59be-a1cb-116d3513f950,,user,Synthetic health task 171,Synthetic training example; not observed human data.,creative,2025-03-06T04:00:00+00:00,60,2025-03-06T07:00:00+00:00,1,1,3,1,4.0,4.0,4.71,5.0,5,285,467,109.0,America/Denver,False,2025-03-05T03:00:00+00:00
af761f4d-a94f-5010-af20-1f87398289e0,ee227133-fc5b-54ac-b693-f80a5f3b46b2,,user,Synthetic chores task 172,Synthetic training example; not observed human data.,study,2025-03-06T11:00:00+00:00,30,2025-03-06T17:00:00+00:00,4,5,3,5,,2.0,7.67,1.0,6,282,475,28.0,Europe/London,True,2025-03-05T10:00:00+00:00
9d0f02b6-b320-53b0-b0c7-f24fb91e9d70,5547a1d0-f5a8-5c88-ac0a-936053d79379,,user,Synthetic creative task 173,Synthetic training example; not observed human data.,social,2025-03-06T21:00:00+00:00,30,2025-03-07T02:00:00+00:00,3,5,1,5,3.0,5.0,6.88,1.0,2,66,161,46.0,America/Denver,False,2025-03-06T05:00:00+00:00
3a23fe00-dc5c-5c15-af34-f9c2cbb96dec,bb7fcb4f-13b1-5608-996a-3427e85e1a8d,,user,Synthetic social task 174,Synthetic training example; not observed human data.,work,2025-03-07T07:00:00+00:00,45,2025-03-07T15:00:00+00:00,2,4,5,3,2.0,3.0,6.64,2.0,0,0,271,,Europe/London,False,2025-03-05T09:00:00+00:00
5cc6485a-817e-5818-8deb-381417f36ffa,a341c037-5f9f-5554-a6dc-4bf19b643bd8,,user,Synthetic study task 175,Synthetic training example; not observed human data.,creative,2025-03-07T15:00:00+00:00,30,2025-03-07T21:00:00+00:00,5,2,5,4,4.0,4.0,,2.0,5,295,455,71.0,America/Denver,True,2025-03-06T07:00:00+00:00
057bd179-8a91-5f69-8b75-f5b78deb12bf,a65d7356-32ab-57a6-bb05-e99b25a4f227,,user,Synthetic work task 176,Synthetic training example; not observed human data.,chores,2025-03-08T01:00:00+00:00,20,2025-03-08T06:00:00+00:00,5,3,1,4,2.0,4.0,6.43,1.0,7,448,546,97.0,America/New_York,False,2025-03-06T00:00:00+00:00
f5b00528-5b06-5f9a-91be-13d141e5c0d8,52e067fa-bce9-5729-8e04-a185f102b79b,,user,Synthetic health task 177,Synthetic training example; not observed human data.,creative,2025-03-08T09:00:00+00:00,60,2025-03-08T13:00:00+00:00,4,5,4,5,4.0,5.0,5.45,1.0,1,29,93,97.0,Europe/London,False,2025-03-08T01:00:00+00:00
025d91f0-9035-52a5-a4a7-35faa4817555,129e8dc8-9a26-59ad-ac1b-2d7cc70c7f85,,user,Synthetic chores task 178,Synthetic training example; not observed human data.,creative,2025-03-08T20:00:00+00:00,30,2025-03-09T02:00:00+00:00,3,2,3,3,4.0,2.0,7.38,4.0,6,324,370,89.0,Europe/London,True,2025-03-07T20:00:00+00:00
1bb11edb-2235-5bcf-8df9-b1032c376894,a958afa2-7da1-5c63-83df-83a452bfa6c1,,user,Synthetic creative task 179,Synthetic training example; not observed human data.,work,2025-03-09T03:00:00+00:00,75,2025-03-09T10:00:00+00:00,5,4,1,5,2.0,5.0,6.06,4.0,7,252,467,69.0,Asia/Seoul,False,2025-03-06T16:00:00+00:00
23e97599-afe5-54bc-8135-c117aaf7db23,e71f35b5-19c3-5dd4-af5e-2504f4998805,,user,Synthetic social task 180,Synthetic training example; not observed human data.,social,2025-03-09T11:00:00+00:00,75,2025-03-09T19:00:00+00:00,5,3,4,4,1.0,5.0,4.98,5.0,7,210,315,52.0,Europe/London,False,2025-03-08T18:00:00+00:00
7756de27-7136-515a-a338-4edf34d2e160,32642b4e-b231-5e40-8264-576190ae7332,,user,Synthetic study task 181,Synthetic training example; not observed human data.,work,2025-03-09T23:00:00+00:00,45,2025-03-10T06:00:00+00:00,3,5,3,4,3.0,1.0,5.25,4.0,6,324,504,63.0,Asia/Seoul,True,2025-03-08T02:00:00+00:00
a4aee06e-5ef8-527c-a500-7d206ff9db0a,0f4352eb-6df3-593f-900a-f893bdfa855a,,user,Synthetic work task 182,Synthetic training example; not observed human data.,work,2025-03-10T07:00:00+00:00,60,2025-03-10T15:00:00+00:00,1,1,4,3,3.0,5.0,5.99,1.0,0,0,285,,America/New_York,False,2025-03-09T17:00:00+00:00
3bf25b95-2f67-5052-8d23-84713bf65582,f4743d2c-248c-5d4c-84ed-445ab21f715e,,user,Synthetic health task 183,Synthetic training example; not observed human data.,chores,2025-03-10T14:00:00+00:00,45,2025-03-10T22:00:00+00:00,3,5,3,5,5.0,5.0,6.43,5.0,5,230,277,23.0,America/Denver,False,2025-03-10T01:00:00+00:00
da14ec63-1c7e-5a57-9db8-7e349c902676,fa89e9cd-d097-5bf8-b64c-a3ea68392403,,user,Synthetic chores task 184,Synthetic training example; not observed human data.,social,2025-03-11T02:00:00+00:00,45,2025-03-11T11:00:00+00:00,5,4,1,3,4.0,3.0,5.35,2.0,7,245,413,56.0,America/Denver,True,2025-03-09T06:00:00+00:00
b08f409e-b82f-5503-8727-632a019f1c03,ef12750e-38b8-5dcd-b320-67e31fe54bc4,,user,Synthetic creative task 185,Synthetic training example; not observed human data.,work,2025-03-11T11:00:00+00:00,45,2025-03-11T18:00:00+00:00,4,3,5,2,4.0,,7.1,4.0,2,86,229,58.0,Asia/Seoul,False,2025-03-09T17:00:00+00:00
c4dab5b1-482d-54a0-ad43-d3d2187487a2,19ec7846-53f3-53cf-8b71-ad08221aa04e,,user,Synthetic social task 186,Synthetic training example; not observed human data.,study,2025-03-11T19:00:00+00:00,75,2025-03-11T23:00:00+00:00,5,1,3,3,2.0,2.0,6.36,5.0,4,108,252,6.0,Europe/London,False,2025-03-09T01:00:00+00:00
26be2cde-8686-5407-bd6d-ab416d9ff1df,f3f8deee-c8d2-56e3-9610-36180b9d3936,,user,Synthetic study task 187,Synthetic training example; not observed human data.,work,2025-03-12T05:00:00+00:00,75,2025-03-12T10:00:00+00:00,2,1,5,2,2.0,1.0,8.26,,1,20,272,116.0,America/Denver,True,2025-03-09T23:00:00+00:00
68c37455-a74e-5a50-9dc5-2c83fc7d37ba,b9d51735-7bd6-5b87-aab2-0ece034003fb,,user,Synthetic work task 188,Synthetic training example; not observed human data.,study,2025-03-12T13:00:00+00:00,45,2025-03-12T21:00:00+00:00,3,4,2,5,5.0,2.0,8.43,1.0,2,88,150,103.0,America/New_York,False,2025-03-10T13:00:00+00:00
78d2a20d-4651-5cbe-923a-8e9b640476b9,c50c5be2-238a-5b9b-8626-ded1762889e1,,user,Synthetic health task 189,Synthetic training example; not observed human data.,work,2025-03-12T20:00:00+00:00,30,2025-03-13T03:00:00+00:00,4,2,4,1,5.0,4.0,4.45,5.0,2,90,284,61.0,Asia/Seoul,False,2025-03-11T02:00:00+00:00
e76e38a9-fc8f-511c-b5e6-e7f5fc395785,d0cd7e3b-95b6-509b-90d1-0341e4e89bc4,,user,Synthetic chores task 190,Synthetic training example; not observed human data.,chores,2025-03-13T07:00:00+00:00,120,2025-03-13T13:00:00+00:00,5,1,3,4,2.0,3.0,8.6,4.0,0,0,251,,Europe/London,True,2025-03-12T06:00:00+00:00
bee225d7-f4b6-52b2-a90a-117f21c6cbeb,e6021cfa-aea9-5c0c-9134-dbd3e0388619,,user,Synthetic creative task 191,Synthetic training example; not observed human data.,social,2025-03-13T15:00:00+00:00,75,2025-03-13T23:00:00+00:00,2,5,4,3,,1.0,6.49,2.0,7,196,301,107.0,America/Denver,False,2025-03-11T12:00:00+00:00
3abd4958-e2ff-5915-b219-16cd4190f76f,ea34b572-d755-504d-9b93-e958dd4325a8,,user,Synthetic social task 192,Synthetic training example; not observed human data.,health,2025-03-14T01:00:00+00:00,45,2025-03-14T06:00:00+00:00,4,4,1,3,5.0,2.0,7.77,2.0,4,160,433,65.0,America/Denver,False,2025-03-13T07:00:00+00:00
f3acd311-432b-5e87-801c-5d04bcee69d2,86c4e7a5-9c0b-561d-95ff-5fa13358ef3d,,user,Synthetic study task 193,Synthetic training example; not observed human data.,creative,2025-03-14T09:00:00+00:00,20,2025-03-14T12:00:00+00:00,3,5,5,5,5.0,5.0,5.78,1.0,6,354,472,81.0,Asia/Seoul,True,2025-03-11T21:00:00+00:00
dbeeca83-96fd-5fc0-9718-22f0768f97f7,8540b559-3cc4-5c42-a148-b32c0e542f49,,user,Synthetic work task 194,Synthetic training example; not observed human data.,study,2025-03-14T20:00:00+00:00,45,2025-03-15T03:00:00+00:00,5,2,5,5,4.0,1.0,8.17,1.0,5,275,461,48.0,America/Denver,False,2025-03-11T22:00:00+00:00
60d95324-a741-5ad8-8377-de43ed4d75de,43079c57-f179-576a-9d90-d4a0dba7f88d,,user,Synthetic health task 195,Synthetic training example; not observed human data.,work,2025-03-15T05:00:00+00:00,75,2025-03-15T12:00:00+00:00,5,3,1,3,1.0,4.0,5.74,5.0,5,180,263,107.0,Asia/Seoul,False,2025-03-13T13:00:00+00:00
cb09cf90-bd09-5e1d-a7b6-12a93211d5db,085ce621-8cfa-5e7e-844c-9f927d3ca9ca,,user,Synthetic chores task 196,Synthetic training example; not observed human data.,social,2025-03-15T14:00:00+00:00,30,2025-03-15T19:00:00+00:00,4,2,1,3,5.0,1.0,7.57,3.0,0,0,244,,America/New_York,True,2025-03-13T19:00:00+00:00
6db790f1-9c63-5957-90e9-5b01cc6b34b5,1f5778a1-354e-5988-becd-adc9f7cbd869,,user,Synthetic creative task 197,Synthetic training example; not observed human data.,social,2025-03-15T20:00:00+00:00,75,2025-03-16T00:00:00+00:00,2,2,5,2,5.0,5.0,7.24,1.0,5,150,340,25.0,America/New_York,False,2025-03-14T08:00:00+00:00
c6d62b48-05cf-5aa4-b624-2ba58ece4207,7af52dc6-fcea-5393-b152-ecfd8cfde1a9,,user,Synthetic social task 198,Synthetic training example; not observed human data.,study,2025-03-16T08:00:00+00:00,75,2025-03-16T14:00:00+00:00,1,5,1,3,1.0,2.0,7.33,2.0,4,184,479,43.0,America/Denver,False,2025-03-15T01:00:00+00:00
43e79cf3-b0b1-580d-aca1-5f4ff7cc9fa8,88293d32-f4fe-5672-aa66-85b0c3fe716c,,user,Synthetic study task 199,Synthetic training example; not observed human data.,study,2025-03-16T17:00:00+00:00,90,2025-03-16T20:00:00+00:00,5,5,3,3,1.0,4.0,6.47,5.0,6,360,587,73.0,America/Denver,True,2025-03-15T11:00:00+00:00
2f217ea5-32a2-5fc6-9ee8-c2ae2ab81c66,8bc6e328-fb8b-5a5c-a58a-14a8c2410e29,,user,Synthetic work task 200,Synthetic training example; not observed human data.,study,2025-03-16T23:00:00+00:00,60,2025-03-17T07:00:00+00:00,4,2,3,3,3.0,3.0,7.53,1.0,3,168,323,111.0,Europe/London,False,2025-03-15T15:00:00+00:00
296e2aa6-58ca-5c99-ab55-cd89dbe06d3c,8810bba3-fe6f-5164-97ea-28fc1a5d3ce6,,user,Synthetic health task 201,Synthetic training example; not observed human data.,study,2025-03-17T11:00:00+00:00,60,2025-03-17T16:00:00+00:00,1,2,5,5,1.0,4.0,9.09,2.0,1,24,291,42.0,Europe/London,False,2025-03-16T19:00:00+00:00
305e7d80-3edd-56fe-a493-f15fc33bde48,581ed008-7258-549b-ba24-c77ff274c4ea,,user,Synthetic chores task 202,Synthetic training example; not observed human data.,social,2025-03-17T20:00:00+00:00,45,2025-03-18T05:00:00+00:00,2,4,3,1,3.0,2.0,6.32,5.0,3,195,368,10.0,America/New_York,True,2025-03-16T13:00:00+00:00
248f1595-f446-51d1-a67d-ac4381d985fb,14e46070-429e-5480-b565-72b274ed96c5,,user,Synthetic creative task 203,Synthetic training example; not observed human data.,work,2025-03-18T04:00:00+00:00,30,2025-03-18T07:00:00+00:00,3,4,4,5,5.0,4.0,9.36,5.0,6,354,471,19.0,Asia/Seoul,False,2025-03-15T06:00:00+00:00
fa6a2677-288c-52bb-bb19-678d956ab2d8,be58bfdf-03f4-5c3b-8db5-ad0d70fbb873,,user,Synthetic social task 204,Synthetic training example; not observed human data.,social,2025-03-18T12:00:00+00:00,75,2025-03-18T21:00:00+00:00,3,5,4,4,1.0,1.0,,2.0,1,41,314,15.0,Asia/Seoul,False,2025-03-15T18:00:00+00:00
7776d0e2-2f48-5c95-8b4d-f4deb2f50333,52077bac-eeba-5ecc-aeff-51ad3edf080b,,user,Synthetic study task 205,Synthetic training example; not observed human data.,study,2025-03-18T23:00:00+00:00,30,2025-03-19T08:00:00+00:00,3,4,3,3,4.0,5.0,7.51,4.0,0,0,239,,America/Denver,True,2025-03-18T13:00:00+00:00
ffe7792b-8cca-5c54-a538-0bf10d19e9c4,e02d4f01-1842-5a6a-a67c-42e207144343,,user,Synthetic work task 206,Synthetic training example; not observed human data.,work,2025-03-19T07:00:00+00:00,45,2025-03-19T14:00:00+00:00,2,1,4,1,5.0,1.0,9.54,1.0,5,250,517,76.0,America/Denver,False,2025-03-17T01:00:00+00:00
9f4f45d8-2c00-5f35-9a6c-9bf7b39fa818,88c95f3e-e77d-580c-94db-aae0db1b55d7,,user,Synthetic health task 207,Synthetic training example; not observed human data.,work,2025-03-19T16:00:00+00:00,20,2025-03-19T21:00:00+00:00,5,1,2,1,1.0,1.0,7.31,4.0,4,220,338,69.0,America/Denver,False,2025-03-17T08:00:00+00:00
4ff3f6a2-a8b3-5351-9d32-1423885e34b7,de048897-3bb6-56d1-a408-b1afaa49290e,,user,Synthetic chores task 208,Synthetic training example; not observed human data.,study,2025-03-19T23:00:00+00:00,120,2025-03-20T07:00:00+00:00,2,1,1,5,2.0,,8.0,4.0,5,120,294,59.0,Europe/London,True,2025-03-17T20:00:00+00:00
9ca6b942-e360-5e17-91e0-2ed93b90d325,0bc5c71e-e6d5-5fed-8e0d-571f85685b5f,,user,Synthetic creative task 209,Synthetic training example; not observed human data.,study,2025-03-20T09:00:00+00:00,45,2025-03-20T15:00:00+00:00,3,5,1,1,4.0,2.0,5.94,1.0,7,448,593,7.0,Asia/Seoul,False,2025-03-17T11:00:00+00:00
cd6d78d2-6f67-5f9d-a014-5078c57b2698,88dcec12-9cb8-559e-93d3-cbb51dd78fbf,,user,Synthetic social task 210,Synthetic training example; not observed human data.,health,2025-03-20T17:00:00+00:00,30,2025-03-21T02:00:00+00:00,4,1,2,2,,4.0,7.64,2.0,1,67,263,40.0,Asia/Seoul,False,2025-03-20T01:00:00+00:00
86d86573-d437-5c8b-9bf5-202723a80ad7,3ec27e4b-f5ed-59be-a1cb-116d3513f950,,user,Synthetic study task 211,Synthetic training example; not observed human data.,creative,2025-03-21T04:00:00+00:00,30,2025-03-21T13:00:00+00:00,3,3,2,4,5.0,2.0,7.5,4.0,3,105,242,58.0,America/Denver,True,2025-03-18T19:00:00+00:00
b75a81a2-e85e-54f4-becc-b7a388af00e7,ee227133-fc5b-54ac-b693-f80a5f3b46b2,,user,Synthetic work task 212,Synthetic training example; not observed human data.,creative,2025-03-21T13:00:00+00:00,90,2025-03-21T19:00:00+00:00,2,4,5,2,3.0,1.0,6.46,4.0,7,217,354,78.0,America/New_York,False,2025-03-20T02:00:00+00:00
31f0cb46-a805-5471-95d8-37a5367c3fd1,5547a1d0-f5a8-5c88-ac0a-936053d79379,,user,Synthetic health task 213,Synthetic training example; not observed human data.,creative,2025-03-21T20:00:00+00:00,45,2025-03-21T23:00:00+00:00,1,3,4,3,5.0,4.0,6.04,1.0,2,52,123,7.0,Europe/London,False,2025-03-19T01:00:00+00:00
4bd88335-d996-5814-b3fd-c24e4cfc2731,bb7fcb4f-13b1-5608-996a-3427e85e1a8d,,user,Synthetic chores task 214,Synthetic training example; not observed human data.,chores,2025-03-22T05:00:00+00:00,90,2025-03-22T09:00:00+00:00,2,2,5,3,4.0,3.0,8.4,5.0,4,176,305,43.0,Europe/London,True,2025-03-20T10:00:00+00:00
b40e9193-d2f6-52c8-a666-297fe7068e25,a341c037-5f9f-5554-a6dc-4bf19b643bd8,,user,Synthetic creative task 215,Synthetic training example; not observed human data.,health,2025-03-22T15:00:00+00:00,75,2025-03-22T17:00:00+00:00,2,2,3,5,3.0,4.0,6.08,3.0,4,204,475,94.0,Europe/London,False,2025-03-20T05:00:00+00:00
b20c5e9a-44f9-5c80-ae10-9864f2475074,a65d7356-32ab-57a6-bb05-e99b25a4f227,,user,Synthetic social task 216,Synthetic training example; not observed human data.,study,2025-03-22T23:00:00+00:00,20,2025-03-23T04:00:00+00:00,2,4,2,2,5.0,4.0,6.23,3.0,5,195,348,45.0,Europe/London,False,2025-03-21T21:00:00+00:00
8ab80e98-6a26-5e6f-b587-824038981db3,52e067fa-bce9-5729-8e04-a185f102b79b,,user,Synthetic study task 217,Synthetic training example; not observed human data.,work,2025-03-23T08:00:00+00:00,60,2025-03-23T16:00:00+00:00,1,2,2,3,2.0,3.0,8.36,1.0,5,145,268,86.0,America/New_York,True,2025-03-23T02:00:00+00:00
f8d2a3ee-f8d5-5074-9d3a-7c9e34987f60,129e8dc8-9a26-59ad-ac1b-2d7cc70c7f85,,user,Synthetic work task 218,Synthetic training example; not observed human data.,social,2025-03-23T18:00:00+00:00,75,2025-03-23T20:00:00+00:00,5,2,1,4,3.0,5.0,7.04,,7,308,592,76.0,America/Denver,False,2025-03-21T15:00:00+00:00
f9da7198-ce13-5a6c-983b-45dbf889f449,a958afa2-7da1-5c63-83df-83a452bfa6c1,,user,Synthetic health task 219,Synthetic training example; not observed human data.,chores,2025-03-24T05:00:00+00:00,45,2025-03-24T09:00:00+00:00,4,4,2,3,3.0,1.0,8.18,1.0,5,145,192,22.0,America/New_York,False,2025-03-23T23:00:00+00:00
d4436580-bab5-53c2-baed-dedd729abfd2,e71f35b5-19c3-5dd4-af5e-2504f4998805,,user,Synthetic chores task 220,Synthetic training example; not observed human data.,social,2025-03-24T12:00:00+00:00,60,2025-03-24T15:00:00+00:00,5,3,2,2,5.0,5.0,7.74,2.0,3,114,407,63.0,America/New_York,True,2025-03-24T07:00:00+00:00
d4a460e5-fd44-5f6f-bb18-3b756ea40d12,32642b4e-b231-5e40-8264-576190ae7332,,user,Synthetic creative task 221,Synthetic training example; not observed human data.,creative,2025-03-24T20:00:00+00:00,30,2025-03-25T04:00:00+00:00,5,3,4,4,3.0,4.0,8.5,5.0,0,0,86,,Asia/Seoul,False,2025-03-24T02:00:00+00:00
3c2c543d-5d5d-5a7b-aef3-4efa5a74acc4,0f4352eb-6df3-593f-900a-f893bdfa855a,,user,Synthetic social task 222,Synthetic training example; not observed human data.,study,2025-03-25T08:00:00+00:00,60,2025-03-25T14:00:00+00:00,2,3,4,2,3.0,1.0,6.76,2.0,1,60,195,27.0,Europe/London,False,2025-03-22T19:00:00+00:00
2693fea5-b511-524a-bf31-ab075ebe981c,f4743d2c-248c-5d4c-84ed-445ab21f715e,,user,Synthetic study task 223,Synthetic training example; not observed human data.,study,2025-03-25T16:00:00+00:00,30,2025-03-25T18:00:00+00:00,2,2,2,3,4.0,2.0,5.75,4.0,5,135,346,78.0,America/New_York,True,2025-03-23T11:00:00+00:00
c17cfb1f-6fae-5f31-a06a-0e9f34f15296,fa89e9cd-d097-5bf8-b64c-a3ea68392403,,user,Synthetic work task 224,Synthetic training example; not observed human data.,work,2025-03-26T00:00:00+00:00,75,2025-03-26T08:00:00+00:00,1,1,3,5,1.0,2.0,9.93,3.0,4,136,363,90.0,Europe/London,False,2025-03-24T07:00:00+00:00
7498f560-0d14-5054-a774-611e4a2b26c9,ef12750e-38b8-5dcd-b320-67e31fe54bc4,,user,Synthetic health task 225,Synthetic training example; not observed human data.,social,2025-03-26T10:00:00+00:00,75,2025-03-26T17:00:00+00:00,1,5,2,5,1.0,2.0,6.46,1.0,1,66,360,112.0,Asia/Seoul,False,2025-03-25T12:00:00+00:00
983b0e69-961b-56f7-8229-ed33b702ea6f,19ec7846-53f3-53cf-8b71-ad08221aa04e,,user,Synthetic chores task 226,Synthetic training example; not observed human data.,chores,2025-03-26T19:00:00+00:00,45,2025-03-27T00:00:00+00:00,2,5,4,3,1.0,2.0,7.95,2.0,6,168,346,70.0,Asia/Seoul,True,2025-03-24T05:00:00+00:00
2d621e60-83b6-591b-9f76-9643cd5b55f4,f3f8deee-c8d2-56e3-9610-36180b9d3936,,user,Synthetic creative task 227,Synthetic training example; not observed human data.,social,2025-03-27T02:00:00+00:00,45,2025-03-27T09:00:00+00:00,5,5,4,1,2.0,2.0,8.32,2.0,1,56,166,26.0,Europe/London,False,2025-03-25T01:00:00+00:00
e4f1e37b-75c1-5a09-9166-46ba48be28bd,b9d51735-7bd6-5b87-aab2-0ece034003fb,,user,Synthetic social task 228,Synthetic training example; not observed human data.,chores,2025-03-27T11:00:00+00:00,45,2025-03-27T18:00:00+00:00,1,3,2,1,4.0,2.0,6.81,5.0,3,135,262,78.0,Asia/Seoul,False,2025-03-26T00:00:00+00:00
444509a6-188d-5117-99de-2d754cacfd28,c50c5be2-238a-5b9b-8626-ded1762889e1,,user,Synthetic study task 229,Synthetic training example; not observed human data.,chores,2025-03-27T20:00:00+00:00,30,2025-03-28T04:00:00+00:00,1,5,2,5,,1.0,6.89,1.0,1,39,153,107.0,Asia/Seoul,True,2025-03-26T04:00:00+00:00
f3b03956-248b-55c3-a406-2b405db68c6f,d0cd7e3b-95b6-509b-90d1-0341e4e89bc4,,user,Synthetic work task 230,Synthetic training example; not observed human data.,social,2025-03-28T07:00:00+00:00,75,2025-03-28T11:00:00+00:00,3,5,3,4,4.0,4.0,6.88,5.0,1,24,188,67.0,America/Denver,False,2025-03-26T05:00:00+00:00
fb63c9df-3d80-5bf0-a371-d0521b7efe87,e6021cfa-aea9-5c0c-9134-dbd3e0388619,,user,Synthetic health task 231,Synthetic training example; not observed human data.,study,2025-03-28T16:00:00+00:00,60,2025-03-28T23:00:00+00:00,3,1,1,4,5.0,,7.14,4.0,2,82,289,116.0,America/New_York,False,2025-03-28T02:00:00+00:00
f1aa488c-8258-5aca-a56c-3e9b2b317805,ea34b572-d755-504d-9b93-e958dd4325a8,,user,Synthetic chores task 232,Synthetic training example; not observed human data.,chores,2025-03-28T23:00:00+00:00,30,2025-03-29T07:00:00+00:00,1,1,3,3,2.0,1.0,7.45,1.0,4,268,427,38.0,Asia/Seoul,True,2025-03-28T07:00:00+00:00
497490ac-5a42-5db1-bb68-4906023003da,86c4e7a5-9c0b-561d-95ff-5fa13358ef3d,,user,Synthetic creative task 233,Synthetic training example; not observed human data.,health,2025-03-29T11:00:00+00:00,120,2025-03-29T17:00:00+00:00,3,1,3,5,2.0,3.0,,3.0,5,280,485,88.0,America/Denver,False,2025-03-28T18:00:00+00:00
974ccf36-7a3a-52bd-aea7-c9f307aa8360,8540b559-3cc4-5c42-a148-b32c0e542f49,,user,Synthetic social task 234,Synthetic training example; not observed human data.,creative,2025-03-29T20:00:00+00:00,30,2025-03-29T23:00:00+00:00,5,1,2,2,1.0,4.0,6.65,1.0,4,252,510,75.0,America/Denver,False,2025-03-29T10:00:00+00:00
0f97c032-59ed-53c5-81c3-fe0aede501f0,43079c57-f179-576a-9d90-d4a0dba7f88d,,user,Synthetic study task 235,Synthetic training example; not observed human data.,social,2025-03-30T03:00:00+00:00,60,2025-03-30T06:00:00+00:00,1,3,1,1,1.0,2.0,6.92,4.0,3,159,237,72.0,America/Denver,True,2025-03-29T14:00:00+00:00
46f20bb2-e536-5c06-b1d5-0e8fc4b6ec64,085ce621-8cfa-5e7e-844c-9f927d3ca9ca,,user,Synthetic work task 236,Synthetic training example; not observed human data.,health,2025-03-30T13:00:00+00:00,45,2025-03-30T21:00:00+00:00,5,3,3,3,2.0,5.0,6.39,1.0,6,126,289,33.0,America/New_York,False,2025-03-29T16:00:00+00:00
